Mean_Predicted_Probability,Observed_Fraction_Positive
0.04456504506038491,0.05
0.15416120227832814,0.25
0.23810448460698544,0.0
0.34902297275379257,0.08333333333333333
0.45347606162595583,0.5
0.5590090809714422,0.6666666666666666
0.6382229518652739,0.8666666666666667
0.7496419209179339,0.8125
0.8475835108230176,0.95
0.9493945725100804,0.95
